,Unnamed: 0,user,date,content,user_location,tweets,tweet_status
376,376,"{'username': 'peanutnjelly', 'id': 21451598, 'displayname': 'LuLu', 'description': '???? VOTE BLUE NO MATTER WHO???? #bluewave2020 #resister #vegan #immigrant #fucktrump', 'rawDescription': '???? VOTE BLUE NO MATTER WHO???? #bluewave2020 #resister #vegan #immigrant #fucktrump', 'descriptionUrls': None, 'verified': False, 'created': datetime.datetime(2009, 2, 21, 0, 50, 18, tzinfo=datetime.timezone.utc), 'followersCount': 641, 'friendsCount': 2670, 'statusesCount': 4478, 'favouritesCount': 19352, 'listedCount': 0, 'mediaCount': 100, 'location': 'New York, NY', 'protected': False, 'linkUrl': None, 'linkTcourl': None, 'profileImageUrl': 'https://pbs.twimg.com/profile_images/1231057526063538176/EkC3c7dM_normal.jpg', 'profileBannerUrl': 'https://pbs.twimg.com/profile_banners/21451598/1558671195', 'label': None}",2019-01-07 13:08:36+00:00,"Look at this revolting excuse for a human being, sick #soab @bobpars Bob Parsons, founder of @GoDaddy 
#cruelty #boycottgodaddy #boycottgodaddy #boycottgodaddy @peta @MercyForAnimals https://t.co/xMgsxmW0dP","New York, NY","Look at this revolting excuse for a human being, sick #soab @user Bob Parsons, founder of @user 
#cruelty #boycottgodaddy #boycottgodaddy #boycottgodaddy @user @user http","[('Negative', 0.96056914), ('Neutral', 0.0354977), ('Positive', 0.003933204)]"
377,377,"{'username': 'EmblemStrategic', 'id': 924102514601005057, 'displayname': 'Emblem Strategic', 'description': 'Helping leaders to align their vision & values with their key business decisions - to achieve impact, distinction and advantage. Led by @AndyTarsy', 'rawDescription': 'Helping leaders to align their vision & values with their key business decisions - to achieve impact, distinction and advantage. Led by @AndyTarsy', 'descriptionUrls': None, 'verified': False, 'created': datetime.datetime(2017, 10, 28, 2, 36, 23, tzinfo=datetime.timezone.utc), 'followersCount': 248, 'friendsCount': 1172, 'statusesCount': 1265, 'favouritesCount': 1090, 'listedCount': 1, 'mediaCount': 72, 'location': 'Cambridge, MA', 'protected': False, 'linkUrl': 'http://www.EmblemStrategic.com', 'linkTcourl': 'https://t.co/6ucJxRdDEL', 'profileImageUrl': 'https://pbs.twimg.com/profile_images/1218259666255392768/0X6tOKX9_normal.jpg', 'profileBannerUrl': 'https://pbs.twimg.com/profile_banners/924102514601005057/1579290714', 'label': None}",2019-01-07 13:06:04+00:00,Can anyone confirm the accuracy of this? Is GoDaddy associated with elephant hunting? Consumers want to know. Thx. #MondayMotivation https://t.co/W0BIcjvJ9i,"Cambridge, MA",Can anyone confirm the accuracy of this? Is GoDaddy associated with elephant hunting? Consumers want to know. Thx. #MondayMotivation http,"[('Negative', 0.34795183), ('Neutral', 0.6179051), ('Positive', 0.034143038)]"
378,378,"{'username': 'andyopel', 'id': 17131036, 'displayname': 'OpelYourMind', 'description': 'Artist Scholar Activist Filmmaker Musician who believes another world is possible. Professor, FSU; Fulbright Scholar, climate comm, VR Prod.', 'rawDescription': 'Artist Scholar Activist Filmmaker Musician who believes another world is possible. Professor, FSU; Fulbright Scholar, climate comm, VR Prod.', 'descriptionUrls': None, 'verified': False, 'created': datetime.datetime(2008, 11, 3, 14, 14, 36, tzinfo=datetime.timezone.utc), 'followersCount': 323, 'friendsCount': 1061, 'statusesCount': 6563, 'favouritesCount': 49719, 'listedCount': 6, 'mediaCount': 35, 'location': '', 'protected': False, 'linkUrl': None, 'linkTcourl': None, 'profileImageUrl': 'https://pbs.twimg.com/profile_images/1527667680513236992/yoTnr5cd_normal.jpg', 'profileBannerUrl': 'https://pbs.twimg.com/profile_banners/17131036/1571130295', 'label': None}",2019-01-07 13:05:55+00:00,Closing my GoDaddy account today! https://t.co/OJvf8yhNRM,,Closing my GoDaddy account today! http,"[('Negative', 0.06811244), ('Neutral', 0.82266915), ('Positive', 0.109218396)]"
379,379,"{'username': 'SFFMT', 'id': 784172116920836097, 'displayname': '#safety1stfinancial', 'description': 'Family, friends and community bring happiness! #resistTrump, @voteblue2020, Our Constitution matters. Peace', 'rawDescription': 'Family, friends and community bring happiness! #resistTrump, @voteblue2020, Our Constitution matters. Peace', 'descriptionUrls': None, 'verified': False, 'created': datetime.datetime(2016, 10, 6, 23, 22, 56, tzinfo=datetime.timezone.utc), 'followersCount': 1798, 'friendsCount': 3070, 'statusesCount': 65229, 'favouritesCount': 128439, 'listedCount': 12, 'mediaCount': 147, 'location': '', 'protected': False, 'linkUrl': 'http://www.carolslight.org', 'linkTcourl': 'https://t.co/cq8Yax9KsJ', 'profileImageUrl': 'https://pbs.twimg.com/profile_images/1268521651014193154/d3Loblq2_normal.jpg', 'profileBannerUrl': 'https://pbs.twimg.com/profile_banners/784172116920836097/1591274105', 'label': None}",2019-01-07 13:01:37+00:00,I will cancel my accounts too. This is outrageous. Thank you for getting the word out. Fuck #GoDaddy https://t.co/LUfyE1KNj5,,I will cancel my accounts too. This is outrageous. Thank you for getting the word out. Fuck #GoDaddy http,"[('Negative', 0.9380364), ('Neutral', 0.05440439), ('Positive', 0.007559255)]"
380,380,"{'username': 'steffan38wen', 'id': 820365063232126979, 'displayname': ""steffan'o the blue ??????? ???\U000e0067\U000e0062\U000e0077\U000e006c\U000e0073\U000e007f"", 'description': 'runner and lover of all things outdoors, 4 x cancer survivor, will take on any war ! etid coyb kags ?????«?Wales Rugby ???', 'rawDescription': 'runner and lover of all things outdoors, 4 x cancer survivor, will take on any war ! etid coyb kags ?????«?Wales Rugby ???', 'descriptionUrls': None, 'verified': False, 'created': datetime.datetime(2017, 1, 14, 20, 20, 47, tzinfo=datetime.timezone.utc), 'followersCount': 1652, 'friendsCount': 2394, 'statusesCount': 14802, 'favouritesCount': 43666, 'listedCount': 4, 'mediaCount': 486, 'location': 'snowdownia Wales', 'protected': False, 'linkUrl': None, 'linkTcourl': None, 'profileImageUrl': 'https://pbs.twimg.com/profile_images/1521583512528248835/yDhapanj_normal.jpg', 'profileBannerUrl': 'https://pbs.twimg.com/profile_banners/820365063232126979/1616842056', 'label': None}",2019-01-07 13:00:16+00:00,If you use #GoDaddy then look at this twat ! https://t.co/c3xxJD9QGQ,snowdownia Wales,If you use #GoDaddy then look at this twat ! http,"[('Negative', 0.732583), ('Neutral', 0.23204516), ('Positive', 0.035371803)]"
381,381,"{'username': 'LoisSmithers', 'id': 14947925, 'displayname': '(((Stand Up)))', 'description': 'Life-long Horse Owner, Breeder & Competitor ? Political Gal ? Defender of Equality, Humanity, Our Children, Animals and Earth  - #TheResistance', 'rawDescription': 'Life-long Horse Owner, Breeder & Competitor ? Political Gal ? Defender of Equality, Humanity, Our Children, Animals and Earth  - #TheResistance', 'descriptionUrls': None, 'verified': False, 'created': datetime.datetime(2008, 5, 29, 20, 37, 15, tzinfo=datetime.timezone.utc), 'followersCount': 3568, 'friendsCount': 2215, 'statusesCount': 148344, 'favouritesCount': 74006, 'listedCount': 89, 'mediaCount': 483, 'location': 'Coconut Grove, FL ', 'protected': False, 'linkUrl': None, 'linkTcourl': None, 'profileImageUrl': 'https://pbs.twimg.com/profile_images/1011673089803988997/k5Pvs3Z1_normal.jpg', 'profileBannerUrl': 'https://pbs.twimg.com/profile_banners/14947925/1441824095', 'label': None}",2019-01-07 12:57:02+00:00,@djrothkopf @GoDaddy @deepstateradio BOYCOTT GO DADDY,"Coconut Grove, FL ",@user @user @user BOYCOTT GO DADDY,"[('Negative', 0.06405501), ('Neutral', 0.68707496), ('Positive', 0.24887002)]"
382,382,"{'username': 'angryafroradio', 'id': 504632471, 'displayname': 'WAAR Room', 'description': 'Fight Goddess. She/Her. Navy Vet. Host & Producer: WAAR Room. Blocked by Glenn Greenwald. #Boxing #BlackLivesMatter #Bitcoin #LGBTQI #lesbianbitcoin ????\u200d???????§????', 'rawDescription': 'Fight Goddess. She/Her. Navy Vet. Host & Producer: WAAR Room. Blocked by Glenn Greenwald. #Boxing #BlackLivesMatter #Bitcoin #LGBTQI #lesbianbitcoin ????\u200d???????§????', 'descriptionUrls': None, 'verified': False, 'created': datetime.datetime(2012, 2, 26, 15, 21, 40, tzinfo=datetime.timezone.utc), 'followersCount': 3541, 'friendsCount': 3478, 'statusesCount': 33428, 'favouritesCount': 27070, 'listedCount': 40, 'mediaCount': 2260, 'location': 'Los Angeles, CA', 'protected': False, 'linkUrl': 'http://waarsports.com', 'linkTcourl': 'https://t.co/jfKYsgb8Kk', 'profileImageUrl': 'https://pbs.twimg.com/profile_images/1572762528018755584/ZzbZ10Cx_normal.jpg', 'profileBannerUrl': 'https://pbs.twimg.com/profile_banners/504632471/1636458961', 'label': None}",2019-01-07 12:56:39+00:00,When you learn the founder of @GoDaddy is out killing elephants for ??sport? it is time to move every one of your domain accounts to another company. #boycottgodaddy #bantrophyhunting https://t.co/cSkN8Pj91r,"Los Angeles, CA",When you learn the founder of @user is out killing elephants for ??sport? it is time to move every one of your domain accounts to another company. #boycottgodaddy #bantrophyhunting http,"[('Negative', 0.89464384), ('Neutral', 0.0992595), ('Positive', 0.006096622)]"
383,383,"{'username': 'NyenyeJordan', 'id': 869708362254036992, 'displayname': 'Nyenye Jordan', 'description': ""I'm a fun loving wife, mom, author, minister and nurse!!! My purpose is to help women heal from traumatic relationships through Faith-based Coaching."", 'rawDescription': ""I'm a fun loving wife, mom, author, minister and nurse!!! My purpose is to help women heal from traumatic relationships through Faith-based Coaching."", 'descriptionUrls': None, 'verified': False, 'created': datetime.datetime(2017, 5, 31, 0, 13, 26, tzinfo=datetime.timezone.utc), 'followersCount': 45, 'friendsCount': 344, 'statusesCount': 204, 'favouritesCount': 520, 'listedCount': 0, 'mediaCount': 115, 'location': 'Tennessee, USA', 'protected': False, 'linkUrl': None, 'linkTcourl': None, 'profileImageUrl': 'https://pbs.twimg.com/profile_images/1385970181101531136/mvcT45oA_normal.jpg', 'profileBannerUrl': 'https://pbs.twimg.com/profile_banners/869708362254036992/1619276016', 'label': None}",2019-01-07 12:54:54+00:00,Proudly presenting https://t.co/8lBQb4faHk. Check it out and let me know what you think! #GoDaddy #GoCentral via @GoDaddy,"Tennessee, USA",Proudly presenting http Check it out and let me know what you think! #GoDaddy #GoCentral via @user,"[('Negative', 0.0008577448), ('Neutral', 0.03791244), ('Positive', 0.96122986)]"
384,384,"{'username': 'Darksidedad1974', 'id': 918194222137790464, 'displayname': 'Son of the American Revolution', 'description': 'Army vet. One child has Type One Diabetes so I am an advocate for prescription drug cost reform. Proud son of the American Revolution, so I #resist.', 'rawDescription': 'Army vet. One child has Type One Diabetes so I am an advocate for prescription drug cost reform. Proud son of the American Revolution, so I #resist.', 'descriptionUrls': None, 'verified': False, 'created': datetime.datetime(2017, 10, 11, 19, 18, 56, tzinfo=datetime.timezone.utc), 'followersCount': 153, 'friendsCount': 145, 'statusesCount': 1986, 'favouritesCount': 1005, 'listedCount': 0, 'mediaCount': 58, 'location': 'Noel, Missouri', 'protected': False, 'linkUrl': None, 'linkTcourl': None, 'profileImageUrl': 'https://pbs.twimg.com/profile_images/1083594475170160641/kIFqDd1g_normal.jpg', 'profileBannerUrl': 'https://pbs.twimg.com/profile_banners/918194222137790464/1547457075', 'label': None}",2019-01-07 12:52:47+00:00,@hullboydan @Ironhorse76 Never did like GoDaddy...  Damn sure won't be using them now...,"Noel, Missouri",@user @user Never did like GoDaddy...  Damn sure won't be using them now...,"[('Negative', 0.875709), ('Neutral', 0.11044164), ('Positive', 0.013849216)]"
385,385,"{'username': 'angryafroradio', 'id': 504632471, 'displayname': 'WAAR Room', 'description': 'Fight Goddess. She/Her. Navy Vet. Host & Producer: WAAR Room. Blocked by Glenn Greenwald. #Boxing #BlackLivesMatter #Bitcoin #LGBTQI #lesbianbitcoin ????\u200d???????§????', 'rawDescription': 'Fight Goddess. She/Her. Navy Vet. Host & Producer: WAAR Room. Blocked by Glenn Greenwald. #Boxing #BlackLivesMatter #Bitcoin #LGBTQI #lesbianbitcoin ????\u200d???????§????', 'descriptionUrls': None, 'verified': False, 'created': datetime.datetime(2012, 2, 26, 15, 21, 40, tzinfo=datetime.timezone.utc), 'followersCount': 3541, 'friendsCount': 3478, 'statusesCount': 33428, 'favouritesCount': 27070, 'listedCount': 40, 'mediaCount': 2260, 'location': 'Los Angeles, CA', 'protected': False, 'linkUrl': 'http://waarsports.com', 'linkTcourl': 'https://t.co/jfKYsgb8Kk', 'profileImageUrl': 'https://pbs.twimg.com/profile_images/1572762528018755584/ZzbZ10Cx_normal.jpg', 'profileBannerUrl': 'https://pbs.twimg.com/profile_banners/504632471/1636458961', 'label': None}",2019-01-07 12:52:14+00:00,@hullboydan @GoDaddy wowzer. This makes me sick to my stomach. I have mulitple accounts with them. Now I must add the task of moving our sites to another platform.,"Los Angeles, CA",@user @user wowzer. This makes me sick to my stomach. I have mulitple accounts with them. Now I must add the task of moving our sites to another platform.,"[('Negative', 0.9403228), ('Neutral', 0.053500663), ('Positive', 0.0061764987)]"
386,386,"{'username': 'DufusRigamaroll', 'id': 760957268623921152, 'displayname': 'Dufus Rigamaroll', 'description': 'Like many, my family??s story is the story of America. Since 1700 we settled America & fought each war. Am a patriot who defends their legacy, our Great Country.', 'rawDescription': 'Like many, my family??s story is the story of America. Since 1700 we settled America & fought each war. Am a patriot who defends their legacy, our Great Country.', 'descriptionUrls': None, 'verified': False, 'created': datetime.datetime(2016, 8, 3, 21, 55, 25, tzinfo=datetime.timezone.utc), 'followersCount': 917, 'friendsCount': 1015, 'statusesCount': 51007, 'favouritesCount': 287512, 'listedCount': 2, 'mediaCount': 1045, 'location': 'Average American', 'protected': False, 'linkUrl': None, 'linkTcourl': None, 'profileImageUrl': 'https://pbs.twimg.com/profile_images/760959072472444928/Twd0AsTl_normal.jpg', 'profileBannerUrl': None, 'label': None}",2019-01-07 12:52:11+00:00,@djrothkopf @GoDaddy @deepstateradio Don??t use Go Daddy..are there any other business ties we can not support...this should be criminal...,Average American,@user @user @user Don??t use Go Daddy..are there any other business ties we can not support...this should be criminal...,"[('Negative', 0.9158233), ('Neutral', 0.07942152), ('Positive', 0.00475525)]"
387,387,"{'username': 'mkcn', 'id': 17671018, 'displayname': 'Manoj Chandran', 'description': 'Tech Cyber Security, Recruitment. \nFounder @3hat_, MCCORP', 'rawDescription': 'Tech Cyber Security, Recruitment. \nFounder @3hat_, MCCORP', 'descriptionUrls': None, 'verified': False, 'created': datetime.datetime(2008, 11, 27, 5, 56, 25, tzinfo=datetime.timezone.utc), 'followersCount': 115, 'friendsCount': 201, 'statusesCount': 890, 'favouritesCount': 86, 'listedCount': 4, 'mediaCount': 27, 'location': '', 'protected': False, 'linkUrl': 'http://www.mccorpglobal.com', 'linkTcourl': 'https://t.co/dzdeJFXyzi', 'profileImageUrl': 'https://pbs.twimg.com/profile_images/1324155634770677762/_ie4ZztD_normal.jpg', 'profileBannerUrl': None, 'label': None}",2019-01-07 12:49:22+00:00,"Few days back I've registered a domain with #GoDaddy India. There was option to add privacy, for extra Rs.99/year which I opted out. 

Since then I must have received 100+ calls from stupid idiot web development companies offering their services and endle??https://t.co/6brKNzbiFu",,"Few days back I've registered a domain with #GoDaddy India. There was option to add privacy, for extra Rs.99/year which I opted out. 

Since then I must have received 100+ calls from stupid idiot web development companies offering their services and endle??https://t.co/6brKNzbiFu","[('Negative', 0.88942564), ('Neutral', 0.098009), ('Positive', 0.012565389)]"
388,388,"{'username': 'JohnLehetPhoto', 'id': 491345747, 'displayname': 'John Lehet', 'description': 'Getting back on the horse.', 'rawDescription': 'Getting back on the horse.', 'descriptionUrls': None, 'verified': False, 'created': datetime.datetime(2012, 2, 13, 14, 48, 45, tzinfo=datetime.timezone.utc), 'followersCount': 221, 'friendsCount': 817, 'statusesCount': 8114, 'favouritesCount': 23193, 'listedCount': 6, 'mediaCount': 267, 'location': 'Vermont', 'protected': False, 'linkUrl': 'http://www.lehet.com/', 'linkTcourl': 'https://t.co/OSeyD7yJHe', 'profileImageUrl': 'https://pbs.twimg.com/profile_images/1498114982642434049/MvR6AVF5_normal.jpg', 'profileBannerUrl': 'https://pbs.twimg.com/profile_banners/491345747/1646013420', 'label': None}",2019-01-07 12:48:26+00:00,@djrothkopf @GoDaddy @deepstateradio https://t.co/ZMOh8IhKrE is a very solid hosting service. I've been using them for myself and clients since '95 or '96,Vermont,@user @user @user http is a very solid hosting service. I've been using them for myself and clients since '95 or '96,"[('Negative', 0.0020695191), ('Neutral', 0.050132018), ('Positive', 0.94779843)]"
389,389,"{'username': 'bmiriani', 'id': 596742163, 'displayname': 'BriBri ????????', 'description': 'Texas Democrat ????????????', 'rawDescription': 'Texas Democrat ????????????', 'descriptionUrls': None, 'verified': False, 'created': datetime.datetime(2012, 6, 1, 19, 37, 37, tzinfo=datetime.timezone.utc), 'followersCount': 641, 'friendsCount': 2686, 'statusesCount': 33902, 'favouritesCount': 84777, 'listedCount': 1, 'mediaCount': 2641, 'location': 'Texas, USA', 'protected': False, 'linkUrl': None, 'linkTcourl': None, 'profileImageUrl': 'https://pbs.twimg.com/profile_images/1529545558897086464/GRPOHB-x_normal.jpg', 'profileBannerUrl': 'https://pbs.twimg.com/profile_banners/596742163/1653507064', 'label': None}",2019-01-07 12:47:12+00:00,@hullboydan This may be the same hunt from 2011? If so we??d better do a better job of boycotting godaddy. Also he uses the old ??villagers get to eat the elephant?? line. ???ª https://t.co/JOod2idEVI,"Texas, USA",@user This may be the same hunt from 2011? If so we??d better do a better job of boycotting godaddy. Also he uses the old ??villagers get to eat the elephant?? line. ???ª http,"[('Negative', 0.7063471), ('Neutral', 0.27118292), ('Positive', 0.02246991)]"
